Agent	position
de	position
réservation	position
et	position
support	position
H/F	O
Teldar	company
Travel	company
-	O
Levallois-Perret	localisation
-LRB-	O
92	O
-RRB-	O
CDI	contract_type
TELDAR	O
TRAVEL	O
,	O
leader	O
français	O
de	O
la	O
réservation	O
hôtelière	O
B2B	O
,	O
exclusivement	O
dédiée	O
aux	O
agences	O
de	O
voyages	O
,	O
recrute	O
pour	O
répondre	O
à	O
sa	O
forte	O
croissance	O
un	O
agent	O
de	O
réservation	O
et	O
support	O
H/F	O
.	O
Vos	O
missions	O
:	O
Sous	O
la	O
responsabilité	O
directe	O
de	O
la	O
Direction	O
des	O
Opérations	O
de	O
Teldar	O
Travel	O
,	O
vous	O
assurerez	O
le	O
support	O
et	O
la	O
vente	O
offline	O
des	O
services	O
hôteliers	O
à	O
destination	O
de	O
nos	O
clients	O
,	O
agences	O
de	O
voyage	O
néerlandaises	O
notamment	O
.	O
Vous	O
serez	O
intégré	O
-LRB-	O
e	O
-RRB-	O
à	O
l'équipe	O
existante	O
d'agents	O
de	O
réservation	O
afin	O
d'être	O
formé	O
-LRB-	O
e	O
-RRB-	O
au	O
métier	O
par	O
des	O
agents	O
plus	O
expérimentés	O
.	O
Dans	O
le	O
cadre	O
de	O
vos	O
fonctions	O
vous	O
devrez	O
:	O
Maîtriser	O
les	O
outils	O
opérationnels	O
de	O
vente	O
à	O
destination	O
des	O
agences	O
de	O
voyages	O
Affaires	O
et	O
Tourisme	O
";"	O
Vous	O
adapter	O
à	O
la	O
gestion	O
et	O
la	O
fluidité	O
attendues	O
des	O
process	O
internes	O
";"	O
Être	O
capable	O
de	O
proposer	O
des	O
alternatives	O
et	O
répondre	O
aux	O
demandes	O
spécifiques	O
du	O
marché	O
affaires	O
et	O
loisir	O
";"	O
Être	O
force	O
de	O
proposition	O
afin	O
d'optimiser	O
les	O
procédures	O
de	O
traitement	O
et	O
afin	O
de	O
développer	O
la	O
satisfaction	O
client	O
.	O
Profil	O
:	O
Vous	O
avez	O
un	O
profil	O
junior	O
dans	O
la	O
vente	O
de	O
voyages	O
et	O
plus	O
particulièrement	O
dans	O
le	O
B2B	experience
.	O
La	O
connaissance	O
du	O
marché	O
de	O
la	O
distribution	O
hôtelière	O
,	O
des	O
agences	O
de	O
voyage	O
,	O
la	O
maîtrise	O
d'un	O
GDS	hard_skills
,	O
ou	O
du	O
``	O
fullfilment	hard_skills
''	O
serait	O
un	O
plus	O
.	O
Vous	O
êtes	O
rigoureux	soft_skills
-LRB-	O
e	O
-RRB-	O
,	O
organisé	soft_skills
-LRB-	O
e	O
-RRB-	O
,	O
vous	O
avez	O
le	O
sens	O
commercial	O
et	O
une	O
forte	O
sensibilité	soft_skills
à	O
la	O
relation	soft_skills
clients	soft_skills
.	O
Votre	O
langue	O
natale	O
est	O
le	O
Néerlandais	O
ou	O
bien	O
vous	O
êtes	O
bilingue	O
et	O
parlez	O
couramment	O
anglais	hard_skills
.	O
Alors	O
rejoignez-nous	O
!	O
Informations	O
pratiques	O
:	O
Poste	O
en	O
CDI	O
à	O
pourvoir	O
immédiatement	O
Rémunération	O
:	O
selon	O
profil	O
Lieu	O
:	O
Levallois-Perret	O
Type	O
d'emploi	O
:	O
CDI	O
Langue	O
-LRB-	O
s	O
-RRB-	O
exigée	O
-LRB-	O
s	O
-RRB-	O
:	O
français	hard_skills
néerlandais	hard_skills
anglais	O
